15,1,239.0,190.0,6.0,8.0,-1,-1,-1,-1
20,1,238.0,193.0,5.0,7.0,-1,-1,-1,-1
15,2,287.0,363.0,5.0,9.0,-1,-1,-1,-1
20,2,278.0,359.0,5.0,9.0,-1,-1,-1,-1
15,3,269.0,305.0,5.0,11.0,-1,-1,-1,-1
25,3,280.0,281.0,6.0,10.0,-1,-1,-1,-1
15,4,192.0,198.0,5.0,8.0,-1,-1,-1,-1
20,4,193.0,202.0,5.0,8.0,-1,-1,-1,-1
25,4,194.0,205.0,5.0,8.0,-1,-1,-1,-1
15,5,256.0,174.0,5.0,9.0,-1,-1,-1,-1
20,5,258.0,180.0,5.0,10.0,-1,-1,-1,-1
30,5,260.0,192.0,5.0,9.0,-1,-1,-1,-1
20,6,302.0,384.0,5.0,8.0,-1,-1,-1,-1
25,6,289.0,377.0,5.0,8.0,-1,-1,-1,-1
30,6,280.0,369.0,6.0,9.0,-1,-1,-1,-1
20,7,279.0,275.0,5.0,9.0,-1,-1,-1,-1
25,7,277.0,293.0,5.0,11.0,-1,-1,-1,-1
30,7,278.0,300.0,5.0,9.0,-1,-1,-1,-1
40,8,283.0,380.0,5.0,11.0,-1,-1,-1,-1
45,8,284.0,387.0,6.0,9.0,-1,-1,-1,-1
50,8,285.0,392.0,5.0,7.0,-1,-1,-1,-1
40,9,340.0,232.0,7.0,7.0,-1,-1,-1,-1
45,9,340.0,232.0,7.0,7.0,-1,-1,-1,-1
50,9,340.0,232.0,7.0,8.0,-1,-1,-1,-1
15,10,392.0,391.0,5.0,8.0,-1,-1,-1,-1
20,10,391.0,387.0,5.0,8.0,-1,-1,-1,-1
25,10,390.0,383.0,5.0,8.0,-1,-1,-1,-1
30,10,389.0,379.0,5.0,7.0,-1,-1,-1,-1
35,10,389.0,375.0,4.0,7.0,-1,-1,-1,-1
40,10,388.0,372.0,5.0,6.0,-1,-1,-1,-1
45,10,388.0,368.0,4.0,7.0,-1,-1,-1,-1
50,10,387.0,365.0,4.0,7.0,-1,-1,-1,-1
55,10,385.0,360.0,6.0,7.0,-1,-1,-1,-1
20,11,193.0,180.0,5.0,7.0,-1,-1,-1,-1
25,11,194.0,183.0,5.0,8.0,-1,-1,-1,-1
30,11,194.0,188.0,5.0,7.0,-1,-1,-1,-1
35,11,195.0,191.0,5.0,8.0,-1,-1,-1,-1
40,11,196.0,193.0,5.0,9.0,-1,-1,-1,-1
45,11,196.0,196.0,6.0,9.0,-1,-1,-1,-1
50,11,197.0,200.0,5.0,8.0,-1,-1,-1,-1
55,11,198.0,204.0,5.0,8.0,-1,-1,-1,-1
15,12,255.0,53.0,6.0,12.0,-1,-1,-1,-1
20,12,254.0,48.0,7.0,13.0,-1,-1,-1,-1
25,12,253.0,43.0,5.0,11.0,-1,-1,-1,-1
30,12,251.0,36.0,6.0,10.0,-1,-1,-1,-1
35,12,250.0,30.0,7.0,12.0,-1,-1,-1,-1
40,12,249.0,26.0,7.0,15.0,-1,-1,-1,-1
50,12,247.0,12.0,5.0,8.0,-1,-1,-1,-1
55,12,245.0,7.0,6.0,10.0,-1,-1,-1,-1
60,12,241.0,0.0,6.0,9.0,-1,-1,-1,-1
20,13,215.0,95.0,5.0,8.0,-1,-1,-1,-1
25,13,215.0,101.0,6.0,9.0,-1,-1,-1,-1
30,13,217.0,107.0,5.0,8.0,-1,-1,-1,-1
35,13,218.0,112.0,5.0,9.0,-1,-1,-1,-1
40,13,219.0,118.0,5.0,8.0,-1,-1,-1,-1
45,13,221.0,124.0,4.0,8.0,-1,-1,-1,-1
50,13,222.0,130.0,5.0,8.0,-1,-1,-1,-1
55,13,223.0,136.0,5.0,8.0,-1,-1,-1,-1
60,13,224.0,142.0,5.0,8.0,-1,-1,-1,-1
65,13,226.0,148.0,5.0,8.0,-1,-1,-1,-1
70,13,227.0,154.0,5.0,8.0,-1,-1,-1,-1
15,14,227.0,134.0,5.0,7.0,-1,-1,-1,-1
20,14,228.0,139.0,5.0,7.0,-1,-1,-1,-1
25,14,229.0,144.0,5.0,7.0,-1,-1,-1,-1
