15,1,257.0,173.0,4.0,10.0,-1,-1,-1,-1
25,1,258.0,188.0,6.0,8.0,-1,-1,-1,-1
15,2,322.0,364.0,6.0,10.0,-1,-1,-1,-1
20,2,322.0,357.0,3.0,11.0,-1,-1,-1,-1
25,2,320.0,351.0,4.0,9.0,-1,-1,-1,-1
30,2,317.0,347.0,7.0,7.0,-1,-1,-1,-1
15,3,260.0,95.0,6.0,10.0,-1,-1,-1,-1
20,3,250.0,84.0,5.0,10.0,-1,-1,-1,-1
25,3,249.0,76.0,5.0,10.0,-1,-1,-1,-1
30,3,254.0,77.0,6.0,9.0,-1,-1,-1,-1
15,4,193.0,176.0,6.0,8.0,-1,-1,-1,-1
20,4,192.0,181.0,5.0,7.0,-1,-1,-1,-1
25,4,193.0,184.0,4.0,8.0,-1,-1,-1,-1
30,4,195.0,186.0,6.0,7.0,-1,-1,-1,-1
20,5,159.0,32.0,5.0,10.0,-1,-1,-1,-1
25,5,159.0,34.0,6.0,10.0,-1,-1,-1,-1
30,5,158.0,37.0,9.0,9.0,-1,-1,-1,-1
15,6,315.0,318.0,7.0,8.0,-1,-1,-1,-1
20,6,316.0,312.0,6.0,7.0,-1,-1,-1,-1
25,6,322.0,319.0,4.0,9.0,-1,-1,-1,-1
30,6,321.0,312.0,5.0,9.0,-1,-1,-1,-1
35,6,319.0,308.0,5.0,8.0,-1,-1,-1,-1
15,7,261.0,292.0,4.0,10.0,-1,-1,-1,-1
20,7,275.0,284.0,5.0,15.0,-1,-1,-1,-1
25,7,262.0,300.0,6.0,10.0,-1,-1,-1,-1
30,7,262.0,304.0,6.0,10.0,-1,-1,-1,-1
35,7,255.0,297.0,6.0,6.0,-1,-1,-1,-1
15,8,211.0,1.0,2.0,11.0,-1,-1,-1,-1
30,8,203.0,23.0,5.0,9.0,-1,-1,-1,-1
35,8,204.0,6.0,6.0,10.0,-1,-1,-1,-1
20,9,249.0,374.0,4.0,9.0,-1,-1,-1,-1
25,9,248.0,371.0,5.0,10.0,-1,-1,-1,-1
30,9,246.0,371.0,6.0,7.0,-1,-1,-1,-1
35,9,246.0,366.0,6.0,7.0,-1,-1,-1,-1
15,10,288.0,392.0,6.0,8.0,-1,-1,-1,-1
20,10,303.0,381.0,4.0,10.0,-1,-1,-1,-1
25,10,289.0,378.0,5.0,8.0,-1,-1,-1,-1
40,10,282.0,381.0,6.0,9.0,-1,-1,-1,-1
15,11,324.0,332.0,6.0,9.0,-1,-1,-1,-1
20,11,322.0,327.0,5.0,9.0,-1,-1,-1,-1
35,11,318.0,339.0,4.0,9.0,-1,-1,-1,-1
