15,1,228.0,89.0,6.0,8.0,-1,-1,-1,-1
15,2,315.0,318.0,7.0,8.0,-1,-1,-1,-1
15,3,392.0,208.0,8.0,6.0,-1,-1,-1,-1
15,4,276.0,352.0,5.0,9.0,-1,-1,-1,-1
15,5,275.0,116.0,5.0,12.0,-1,-1,-1,-1
15,6,278.0,297.0,3.0,9.0,-1,-1,-1,-1
15,7,262.0,272.0,4.0,9.0,-1,-1,-1,-1
15,8,260.0,95.0,6.0,10.0,-1,-1,-1,-1
15,9,288.0,392.0,6.0,8.0,-1,-1,-1,-1
15,10,200.0,4.0,4.0,9.0,-1,-1,-1,-1
15,11,176.0,100.0,6.0,8.0,-1,-1,-1,-1
15,12,170.0,70.0,5.0,8.0,-1,-1,-1,-1
15,13,261.0,292.0,4.0,10.0,-1,-1,-1,-1
15,14,173.0,84.0,5.0,7.0,-1,-1,-1,-1
20,14,171.0,70.0,5.0,8.0,-1,-1,-1,-1
15,15,240.0,190.0,5.0,8.0,-1,-1,-1,-1
20,15,240.0,196.0,4.0,6.0,-1,-1,-1,-1
15,16,276.0,266.0,5.0,13.0,-1,-1,-1,-1
20,16,278.0,274.0,6.0,10.0,-1,-1,-1,-1
15,17,324.0,332.0,6.0,9.0,-1,-1,-1,-1
20,17,322.0,327.0,5.0,9.0,-1,-1,-1,-1
15,18,301.0,376.0,5.0,10.0,-1,-1,-1,-1
20,18,303.0,381.0,4.0,10.0,-1,-1,-1,-1
25,18,303.0,389.0,5.0,9.0,-1,-1,-1,-1
15,19,257.0,173.0,4.0,10.0,-1,-1,-1,-1
20,19,257.0,180.0,5.0,10.0,-1,-1,-1,-1
25,19,258.0,188.0,6.0,8.0,-1,-1,-1,-1
20,20,246.0,75.0,6.0,11.0,-1,-1,-1,-1
20,20,258.0,90.0,6.0,10.0,-1,-1,-1,-1
25,20,270.0,105.0,6.0,9.0,-1,-1,-1,-1
20,21,268.0,101.0,7.0,10.0,-1,-1,-1,-1
20,21,258.0,90.0,6.0,10.0,-1,-1,-1,-1
25,21,248.0,79.0,5.0,10.0,-1,-1,-1,-1
20,22,272.0,267.0,4.0,12.0,-1,-1,-1,-1
20,22,263.0,276.0,5.0,10.0,-1,-1,-1,-1
25,22,254.0,285.0,6.0,8.0,-1,-1,-1,-1
20,23,245.0,273.0,5.0,10.0,-1,-1,-1,-1
20,23,263.0,276.0,5.0,10.0,-1,-1,-1,-1
25,23,281.0,279.0,5.0,10.0,-1,-1,-1,-1
20,24,310.0,305.0,8.0,5.0,-1,-1,-1,-1
20,24,316.0,312.0,6.0,7.0,-1,-1,-1,-1
25,24,322.0,319.0,4.0,9.0,-1,-1,-1,-1
15,25,286.0,363.0,5.0,9.0,-1,-1,-1,-1
20,25,288.0,370.0,6.0,7.0,-1,-1,-1,-1
25,25,289.0,378.0,5.0,8.0,-1,-1,-1,-1
30,25,292.0,383.0,4.0,9.0,-1,-1,-1,-1
15,26,192.0,198.0,6.0,7.0,-1,-1,-1,-1
20,26,192.0,202.0,5.0,8.0,-1,-1,-1,-1
25,26,193.0,204.0,5.0,8.0,-1,-1,-1,-1
