15,2,160,230,8,8,1,1,1
15,3,63,228,11,11,1,1,1
15,5,3,282,11,10,1,1,1
15,6,21,287,11,9,1,1,1
15,7,42,311,11,11,1,1,1
15,8,60,314,10,10,1,1,1
15,9,187,425,12,13,1,1,1
15,10,205,433,9,9,1,1,1
15,11,110,355,10,10,1,1,1
15,12,232,453,9,9,1,1,1
15,13,244,465,11,9,1,1,1
15,14,277,486,10,10,1,1,1
15,15,519,618,12,10,1,1,1
15,16,742,661,11,10,1,1,1
15,17,777,656,10,9,1,1,1
15,18,843,651,9,9,1,1,1
15,19,908,631,9,8,1,1,1
15,20,913,632,12,11,1,1,1
15,21,948,621,10,10,1,1,1
15,22,951,615,11,9,1,1,1
15,23,979,603,12,10,1,1,1
15,24,1015,588,11,10,1,1,1
15,25,1017,585,9,9,1,1,1
15,26,1050,568,9,9,1,1,1
15,27,1072,554,10,8,1,1,1
15,28,1100,532,9,9,1,1,1
15,29,1122,511,9,9,1,1,1
15,30,1116,514,9,9,1,1,1
15,31,1149,484,9,9,1,1,1
15,32,1187,445,8,9,1,1,1
15,33,1213,403,11,11,1,1,1
15,34,1234,368,9,9,1,1,1
15,35,1261,325,9,8,1,1,1
15,36,1279,296,9,9,1,1,1
15,37,1311,245,9,9,1,1,1
15,38,1371,146,9,10,1,1,1
15,40,1462,3,8,9,1,1,1
15,41,1415,94,11,13,1,1,1
15,42,1413,85,9,11,1,1,1
15,43,1283,308,15,17,1,1,1
15,44,1219,397,15,15,1,1,1
15,45,1203,435,11,11,1,1,1
15,46,1163,477,11,11,1,1,1
15,47,1072,563,11,10,1,1,1
15,48,1033,589,12,10,1,1,1
15,49,847,663,10,9,1,1,1
15,50,756,667,13,10,1,1,1
15,51,717,675,12,8,1,1,1
15,52,690,669,10,9,1,1,1
15,53,662,667,12,9,1,1,1
15,54,633,660,12,9,1,1,1
15,55,603,656,11,10,1,1,1
15,56,575,653,12,9,1,1,1
15,57,473,607,10,10,1,1,1
15,58,461,604,11,10,1,1,1
15,59,465,611,11,10,1,1,1
15,60,432,587,10,9,1,1,1
15,61,361,552,27,20,1,1,1
15,62,357,541,10,10,1,1,1
15,63,329,532,10,10,1,1,1
15,64,300,511,9,9,1,1,1
15,65,274,490,11,10,1,1,1
15,66,146,429,11,10,1,1,1
15,67,126,415,11,10,1,1,1
15,68,107,411,11,10,1,1,1
15,69,90,399,12,10,1,1,1
15,70,84,400,9,9,1,1,1
15,71,22,367,11,10,1,1,1
15,72,1443,28,8,8,1,1,1
15,73,0,354,8,8,1,1,1
15,80,157,438,9,8,1,1,1
15,81,171,438,10,8,1,1,1
15,82,210,456,9,8,1,1,1
15,85,124,423,11,9,1,1,1
15,114,254,474,8,7,1,1,1
20,2,160,229,8,8,1,1,1
20,3,64,226,11,11,1,1,1
20,6,13,281,11,9,1,1,1
20,7,34,306,11,11,1,1,1
20,8,52,307,10,10,1,1,1
20,9,179,420,11,11,1,1,1
20,10,197,426,9,9,1,1,1
20,11,101,347,10,10,1,1,1
20,12,224,446,9,9,1,1,1
20,13,236,461,11,9,1,1,1
20,14,269,480,10,10,1,1,1
20,114,243,467,8,7,1,1,1
20,15,505,612,12,10,1,1,1
20,16,730,661,11,10,1,1,1
20,17,765,656,10,9,1,1,1
20,18,829,653,9,9,1,1,1
20,19,896,636,8,7,1,1,1
20,20,900,636,12,11,1,1,1
20,21,937,625,10,10,1,1,1
20,22,941,620,11,9,1,1,1
20,23,969,608,12,10,1,1,1
20,24,1003,594,11,10,1,1,1
20,25,1006,591,9,9,1,1,1
20,26,1039,575,9,9,1,1,1
20,27,1062,561,10,8,1,1,1
20,28,1090,543,9,8,1,1,1
20,29,1112,520,9,9,1,1,1
20,30,1106,522,9,9,1,1,1
20,31,1141,493,9,9,1,1,1
20,32,1177,455,9,9,1,1,1
20,33,1206,414,11,11,1,1,1
20,34,1229,377,9,9,1,1,1
20,35,1255,334,9,9,1,1,1
20,36,1271,308,10,9,1,1,1
20,37,1303,256,9,9,1,1,1
20,38,1363,158,9,10,1,1,1
20,41,1422,81,11,13,1,1,1
20,42,1422,71,9,11,1,1,1
20,43,1287,300,15,17,1,1,1
20,44,1225,387,15,15,1,1,1
20,45,1209,426,11,11,1,1,1
20,46,1172,468,11,11,1,1,1
20,47,1083,554,11,10,1,1,1
20,48,1042,581,12,11,1,1,1
20,49,857,661,10,9,1,1,1
20,50,770,666,13,10,1,1,1
20,51,729,675,12,8,1,1,1
20,52,700,669,11,10,1,1,1
20,53,673,668,12,9,1,1,1
20,54,646,661,12,9,1,1,1
20,55,616,659,11,10,1,1,1
20,56,589,656,12,9,1,1,1
20,57,487,612,10,10,1,1,1
20,58,472,610,11,10,1,1,1
20,59,481,618,11,10,1,1,1
20,60,445,593,10,9,1,1,1
20,61,372,559,27,20,1,1,1
